"year","id","hrs1","marital","childs","income","happy","ballot"
2006,3903,"48","Divorced","3","$10000 - 14999","Not too happy","Ballot c"
2006,3904,"41","Divorced","1","$25000 or more","Pretty happy","Ballot a"
2006,3905,"64","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3906,"Not applicable","Never married","3","$15000 - 19999","Not applicable","Ballot d"
2006,3907,"40","Married","3","$25000 or more","Pretty happy","Ballot c"
2006,3908,"45","Widowed","0","$10000 - 14999","Pretty happy","Ballot c"
2006,3909,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot a"
2006,3910,"Not applicable","Widowed","1","Don't know","Not applicable","Ballot d"
2006,3911,"25","Never married","2","$25000 or more","Not applicable","Ballot d"
2006,3912,"Not applicable","Married","2","Don't know","Very happy","Ballot b"
2006,3913,"40","Married","4","Refused","Not applicable","Ballot d"
2006,3914,"40","Married","2","$20000 - 24999","Pretty happy","Ballot c"
2006,3915,"75","Divorced","1","$25000 or more","Pretty happy","Ballot c"
2006,3916,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot b"
2006,3917,"65","Married","0","Refused","Not applicable","Ballot d"
2006,3918,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot b"
2006,3919,"48","Never married","0","$8000 to 9999","Pretty happy","Ballot c"
2006,3920,"40","Divorced","2","$15000 - 19999","Pretty happy","Ballot b"
2006,3921,"Not applicable","Married","4","$15000 - 19999","Not applicable","Ballot d"
2006,3922,"40","Married","3","$25000 or more","Very happy","Ballot a"
2006,3923,"Not applicable","Widowed","3","$20000 - 24999","Not applicable","Ballot d"
2006,3924,"Not applicable","Never married","0","Don't know","Pretty happy","Ballot a"
2006,3925,"Not applicable","Married","3","Refused","Pretty happy","Ballot b"
2006,3926,"45","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3927,"Not applicable","Married","1","$25000 or more","Very happy","Ballot b"
2006,3928,"Not applicable","Widowed","2","Refused","Pretty happy","Ballot a"
2006,3929,"Not applicable","Never married","0","Don't know","Pretty happy","Ballot a"
2006,3930,"40","Married","1","$25000 or more","Very happy","Ballot a"
2006,3931,"Not applicable","Married","0","$20000 - 24999","Not applicable","Ballot d"
2006,3932,"Not applicable","Married","2","$25000 or more","Very happy","Ballot b"
2006,3933,"40","Married","2","$25000 or more","Very happy","Ballot c"
2006,3934,"40","Married","1","$25000 or more","Pretty happy","Ballot a"
2006,3935,"40","Never married","1","Refused","Very happy","Ballot c"
2006,3936,"Not applicable","Widowed","Eight or m","$8000 to 9999","Very happy","Ballot a"
2006,3937,"Not applicable","Never married","0","$10000 - 14999","Not applicable","Ballot d"
2006,3938,"Not applicable","Married","3","$15000 - 19999","Very happy","Ballot c"
2006,3939,"70","Married","4","$25000 or more","Very happy","Ballot c"
2006,3940,"37","Never married","1","$20000 - 24999","Not applicable","Ballot d"
2006,3941,"52","Married","3","$25000 or more","Very happy","Ballot c"
2006,3942,"24","Separated","3","$20000 - 24999","Pretty happy","Ballot a"
2006,3943,"60","Divorced","0","Refused","Very happy","Ballot c"
2006,3944,"51","Never married","0","Lt $1000","Pretty happy","Ballot b"
2006,3945,"48","Divorced","3","Refused","Pretty happy","Ballot b"
2006,3946,"40","Married","1","$25000 or more","Very happy","Ballot a"
2006,3947,"48","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3948,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot a"
2006,3949,"40","Married","3","Don't know","Not too happy","Ballot a"
2006,3950,"70","Married","4","$20000 - 24999","Pretty happy","Ballot c"
2006,3951,"Not applicable","Divorced","7","$25000 or more","Very happy","Ballot c"
2006,3952,"Not applicable","Married","4","Refused","Pretty happy","Ballot b"
2006,3953,"55","Married","1","$25000 or more","Very happy","Ballot a"
2006,3954,"69","Married","3","$25000 or more","Pretty happy","Ballot b"
2006,3955,"60","Married","4","$25000 or more","Not applicable","Ballot d"
2006,3956,"75","Married","3","Refused","Very happy","Ballot a"
2006,3957,"30","Widowed","3","Don't know","Pretty happy","Ballot a"
2006,3958,"Not applicable","Married","2","$25000 or more","Very happy","Ballot c"
2006,3959,"Not applicable","Married","0","$20000 - 24999","Very happy","Ballot c"
2006,3960,"Not applicable","Divorced","5","$10000 - 14999","Pretty happy","Ballot a"
2006,3961,"Not applicable","Separated","4","$10000 - 14999","Pretty happy","Ballot b"
2006,3962,"38","Widowed","2","$10000 - 14999","Not applicable","Ballot d"
2006,3963,"Not applicable","Never married","4","$6000 to 6999","Not applicable","Ballot d"
2006,3964,"Not applicable","Widowed","6","$8000 to 9999","Pretty happy","Ballot b"
2006,3965,"40","Never married","2","$25000 or more","Not applicable","Ballot d"
2006,3966,"Not applicable","Never married","5","$10000 - 14999","Not applicable","Ballot d"
2006,3967,"Not applicable","Never married","3","$3000 to 3999","Not too happy","Ballot c"
2006,3968,"Not applicable","Never married","2","$5000 to 5999","Pretty happy","Ballot c"
2006,3969,"24","Married","3","Refused","Pretty happy","Ballot c"
2006,3970,"Not applicable","Divorced","2","$10000 - 14999","Pretty happy","Ballot a"
2006,3971,"40","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3972,"40","Married","2","$25000 or more","Very happy","Ballot c"
2006,3973,"38","Never married","2","$15000 - 19999","Not too happy","Ballot c"
2006,3974,"Not applicable","Widowed","5","$10000 - 14999","Not too happy","Ballot b"
2006,3975,"Not applicable","Married","4","Refused","Not too happy","Ballot a"
2006,3976,"80","Married","2","$25000 or more","Very happy","Ballot c"
2006,3977,"40","Married","0","$20000 - 24999","Pretty happy","Ballot b"
2006,3978,"Not applicable","Married","7","$20000 - 24999","Very happy","Ballot b"
2006,3979,"Not applicable","Never married","0","Don't know","Very happy","Ballot c"
2006,3980,"46","Never married","3","$25000 or more","Pretty happy","Ballot c"
2006,3981,"Not applicable","Divorced","1","$20000 - 24999","Pretty happy","Ballot c"
2006,3982,"Not applicable","Married","1","$8000 to 9999","Very happy","Ballot b"
2006,3983,"50","Married","3","$25000 or more","Very happy","Ballot c"
2006,3984,"Not applicable","Divorced","3","$5000 to 5999","Very happy","Ballot b"
2006,3985,"37","Never married","1","$1000 to 2999","Pretty happy","Ballot c"
2006,3986,"43","Never married","0","$25000 or more","Pretty happy","Ballot c"
2006,3987,"60","Married","0","$25000 or more","Pretty happy","Ballot c"
2006,3988,"Not applicable","Married","3","$20000 - 24999","Pretty happy","Ballot b"
2006,3989,"Not applicable","Never married","0","$10000 - 14999","Not applicable","Ballot d"
2006,3990,"35","Never married","1","$7000 to 7999","Not applicable","Ballot d"
2006,3991,"40","Married","2","$25000 or more","Pretty happy","Ballot b"
2006,3992,"Not applicable","Never married","2","$5000 to 5999","Not too happy","Ballot b"
2006,3993,"43","Never married","1","$10000 - 14999","Pretty happy","Ballot a"
2006,3994,"Not applicable","Never married","1","Lt $1000","Not applicable","Ballot d"
2006,3995,"Not applicable","Never married","3","Don't know","Pretty happy","Ballot c"
2006,3996,"40","Never married","1","$5000 to 5999","Pretty happy","Ballot a"
2006,3997,"Not applicable","Widowed","2","Lt $1000","Very happy","Ballot c"
2006,3998,"Not applicable","Never married","2","$5000 to 5999","Not applicable","Ballot d"
2006,3999,"40","Married","4","$25000 or more","Very happy","Ballot a"
2006,4000,"Not applicable","Never married","2","$1000 to 2999","Pretty happy","Ballot b"
2006,4001,"26","Married","1","$5000 to 5999","Not applicable","Ballot d"
2006,4002,"20","Divorced","2","$25000 or more","Very happy","Ballot c"
2006,4003,"55","Never married","0","$25000 or more","Pretty happy","Ballot c"
2006,4004,"43","Never married","0","$25000 or more","Not applicable","Ballot d"
2006,4005,"Not applicable","Never married","0","Don't know","Pretty happy","Ballot c"
2006,4006,"40","Never married","0","$25000 or more","Very happy","Ballot c"
2006,4007,"52","Married","0","$25000 or more","Not applicable","Ballot d"
2006,4008,"38","Divorced","3","$15000 - 19999","Pretty happy","Ballot a"
2006,4009,"Not applicable","Married","3","$25000 or more","Very happy","Ballot b"
2006,4010,"40","Divorced","1","$25000 or more","Very happy","Ballot b"
2006,4011,"40","Married","5","$25000 or more","Very happy","Ballot c"
2006,4012,"56","Married","2","$25000 or more","Pretty happy","Ballot b"
2006,4013,"Not applicable","Never married","3","Lt $1000","Pretty happy","Ballot b"
2006,4014,"Not applicable","Divorced","2","$10000 - 14999","Pretty happy","Ballot b"
2006,4015,"30","Separated","3","$3000 to 3999","Pretty happy","Ballot b"
2006,4016,"30","Married","2","$25000 or more","Very happy","Ballot b"
2006,4017,"30","Never married","0","$25000 or more","Not applicable","Ballot d"
2006,4018,"Not applicable","Widowed","4","$6000 to 6999","Not applicable","Ballot d"
2006,4019,"40","Separated","1","$25000 or more","Not applicable","Ballot d"
2006,4020,"50","Married","2","$5000 to 5999","Pretty happy","Ballot b"
2006,4021,"52","Married","5","$20000 - 24999","Very happy","Ballot c"
2006,4022,"Not applicable","Married","2","$15000 - 19999","Pretty happy","Ballot b"
2006,4023,"40","Never married","0","$10000 - 14999","Not applicable","Ballot d"
2006,4024,"Not applicable","Widowed","3","$4000 to 4999","Not applicable","Ballot d"
2006,4025,"40","Married","3","$25000 or more","Pretty happy","Ballot a"
2006,4026,"44","Married","3","$25000 or more","Pretty happy","Ballot b"
2006,4027,"32","Never married","0","$15000 - 19999","Not too happy","Ballot b"
2006,4028,"Not applicable","Married","2","$15000 - 19999","Pretty happy","Ballot b"
2006,4029,"41","Married","3","$25000 or more","Not applicable","Ballot d"
2006,4030,"66","Never married","Dk na","$25000 or more","Not applicable","Ballot d"
2006,4031,"30","Separated","4","$20000 - 24999","Pretty happy","Ballot b"
2006,4032,"42","Never married","1","$25000 or more","Not applicable","Ballot d"
2006,4033,"30","Married","2","$25000 or more","Not applicable","Ballot d"
2006,4034,"Not applicable","Married","3","$25000 or more","Pretty happy","Ballot c"
2006,4035,"Not applicable","Married","4","$15000 - 19999","Very happy","Ballot c"
2006,4036,"40","Married","1","$25000 or more","Not too happy","Ballot c"
2006,4037,"40","Separated","2","$25000 or more","Very happy","Ballot a"
2006,4038,"Not applicable","Never married","0","$6000 to 6999","Not too happy","Ballot b"
2006,4039,"Not applicable","Married","1","$25000 or more","Pretty happy","Ballot c"
2006,4040,"40","Married","1","$25000 or more","Not applicable","Ballot d"
2006,4041,"40","Never married","0","$8000 to 9999","Very happy","Ballot b"
2006,4042,"Not applicable","Divorced","3","$6000 to 6999","Not applicable","Ballot d"
2006,4043,"36","Married","2","$25000 or more","Very happy","Ballot b"
2006,4044,"Not applicable","Widowed","3","$1000 to 2999","Pretty happy","Ballot c"
2006,4045,"65","Married","2","$10000 - 14999","Not applicable","Ballot d"
2006,4046,"Not applicable","Widowed","Eight or m","$6000 to 6999","Pretty happy","Ballot b"
2006,4047,"50","Married","2","$25000 or more","Pretty happy","Ballot a"
2006,4048,"Not applicable","Married","1","$25000 or more","Not applicable","Ballot d"
2006,4049,"Not applicable","Married","1","$25000 or more","Not applicable","Ballot d"
2006,4050,"Not applicable","Widowed","3","$10000 - 14999","Pretty happy","Ballot c"
2006,4051,"35","Divorced","4","$25000 or more","Not applicable","Ballot d"
2006,4052,"Not applicable","Never married","0","Don't know","Pretty happy","Ballot a"
2006,4053,"50","Married","3","$25000 or more","Not applicable","Ballot d"
2006,4054,"40","Divorced","1","$20000 - 24999","Very happy","Ballot c"
2006,4055,"Not applicable","Widowed","1","$25000 or more","Not applicable","Ballot d"
2006,4056,"8","Never married","1","$8000 to 9999","Pretty happy","Ballot b"
2006,4057,"40","Divorced","3","$25000 or more","Pretty happy","Ballot a"
2006,4058,"Not applicable","Widowed","3","$15000 - 19999","Not applicable","Ballot d"
2006,4059,"Not applicable","Separated","1","$10000 - 14999","Not too happy","Ballot b"
2006,4060,"Not applicable","Widowed","4","$7000 to 7999","Not applicable","Ballot d"
2006,4061,"Not applicable","Widowed","6","$10000 - 14999","Not applicable","Ballot d"
2006,4062,"65","Never married","3","$25000 or more","Not too happy","Ballot c"
2006,4063,"Not applicable","Married","4","$20000 - 24999","Not applicable","Ballot d"
2006,4064,"Not applicable","Divorced","0","$25000 or more","Pretty happy","Ballot a"
2006,4065,"12","Married","2","$25000 or more","Not applicable","Ballot d"
2006,4066,"Not applicable","Married","2","$3000 to 3999","Pretty happy","Ballot a"
2006,4067,"40","Married","2","$25000 or more","Very happy","Ballot c"
2006,4068,"Not applicable","Widowed","2","$10000 - 14999","Pretty happy","Ballot a"
2006,4069,"Not applicable","Widowed","2","Don't know","Pretty happy","Ballot b"
2006,4070,"Not applicable","Divorced","1","$10000 - 14999","Not applicable","Ballot d"
2006,4071,"Not applicable","Widowed","3","$8000 to 9999","Not too happy","Ballot b"
2006,4072,"40","Married","3","$15000 - 19999","Not applicable","Ballot d"
2006,4073,"Not applicable","Widowed","1","$7000 to 7999","Not applicable","Ballot d"
2006,4074,"Not applicable","Widowed","4","$10000 - 14999","Not applicable","Ballot d"
2006,4075,"Not applicable","Married","6","$25000 or more","Pretty happy","Ballot a"
2006,4076,"Not applicable","Married","4","$15000 - 19999","Not applicable","Ballot d"
2006,4077,"Not applicable","Married","6","$10000 - 14999","Not applicable","Ballot d"
2006,4078,"45","Separated","0","$25000 or more","Not applicable","Ballot d"
2006,4079,"35","Divorced","3","$10000 - 14999","Not applicable","Ballot d"
2006,4080,"Not applicable","Never married","2","$20000 - 24999","Pretty happy","Ballot b"
2006,4081,"50","Married","0","$25000 or more","Very happy","Ballot a"
2006,4082,"Not applicable","Divorced","1","Refused","Not applicable","Ballot d"
2006,4083,"37","Never married","1","$20000 - 24999","Very happy","Ballot a"
2006,4084,"36","Widowed","2","$25000 or more","Not applicable","Ballot d"
2006,4085,"40","Never married","3","$6000 to 6999","Pretty happy","Ballot b"
2006,4086,"65","Divorced","0","$25000 or more","Pretty happy","Ballot a"
2006,4087,"50","Married","0","$25000 or more","Not applicable","Ballot d"
2006,4088,"Not applicable","Never married","0","$10000 - 14999","Pretty happy","Ballot c"
2006,4089,"55","Married","4","$25000 or more","Not applicable","Ballot d"
2006,4090,"Not applicable","Married","2","$15000 - 19999","Very happy","Ballot c"
2006,4091,"Not applicable","Never married","1","$8000 to 9999","Pretty happy","Ballot c"
2006,4092,"40","Never married","0","$25000 or more","Pretty happy","Ballot b"
2006,4093,"Not applicable","Never married","0","$25000 or more","Not applicable","Ballot d"
2006,4094,"45","Married","6","$25000 or more","Very happy","Ballot b"
2006,4095,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot a"
2006,4096,"Not applicable","Widowed","3","$25000 or more","Not applicable","Ballot d"
2006,4097,"38","Married","5","$25000 or more","Pretty happy","Ballot b"
2006,4098,"60","Divorced","2","$25000 or more","Not applicable","Ballot d"
2006,4099,"35","Divorced","1","$10000 - 14999","Not too happy","Ballot c"
2006,4100,"50","Never married","0","$10000 - 14999","Pretty happy","Ballot c"
