"year","id","hrs1","marital","childs","income","happy","ballot"
2006,3522,"85","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3523,"20","Married","4","$20000 - 24999","Pretty happy","Ballot a"
2006,3524,"40","Married","6","$25000 or more","Not applicable","Ballot d"
2006,3525,"40","Separated","5","$25000 or more","Not too happy","Ballot c"
2006,3526,"48","Divorced","1","$25000 or more","Pretty happy","Ballot b"
2006,3527,"80","Married","3","$25000 or more","Pretty happy","Ballot c"
2006,3528,"40","Divorced","0","$25000 or more","Not applicable","Ballot d"
2006,3529,"Not applicable","Married","3","$15000 - 19999","Very happy","Ballot b"
2006,3530,"42","Married","3","$3000 to 3999","Pretty happy","Ballot c"
2006,3531,"60","Married","1","$20000 - 24999","Pretty happy","Ballot a"
2006,3532,"Not applicable","Divorced","2","$7000 to 7999","Not applicable","Ballot d"
2006,3533,"45","Married","3","$20000 - 24999","Very happy","Ballot b"
2006,3534,"Not applicable","Divorced","2","$20000 - 24999","Pretty happy","Ballot a"
2006,3535,"No answer","No answer","Dk na","Refused","Not applicable","Ballot d"
2006,3536,"Not applicable","Divorced","3","$15000 - 19999","Not applicable","Ballot d"
2006,3537,"Not applicable","Divorced","2","Refused","Don't know","Ballot c"
2006,3538,"Not applicable","Never married","1","$10000 - 14999","Very happy","Ballot a"
2006,3539,"43","Divorced","2","$15000 - 19999","Not applicable","Ballot d"
2006,3540,"Not applicable","Widowed","2","$10000 - 14999","Pretty happy","Ballot c"
2006,3541,"Not applicable","Divorced","2","$8000 to 9999","Very happy","Ballot a"
2006,3542,"Not applicable","Divorced","2","$4000 to 4999","Pretty happy","Ballot b"
2006,3543,"Not applicable","Divorced","2","$7000 to 7999","Not too happy","Ballot a"
2006,3544,"Not applicable","Divorced","Eight or m","$7000 to 7999","Pretty happy","Ballot b"
2006,3545,"Not applicable","Married","4","$6000 to 6999","Not too happy","Ballot b"
2006,3546,"Not applicable","Widowed","7","$7000 to 7999","Very happy","Ballot c"
2006,3547,"40","Married","3","$25000 or more","Very happy","Ballot c"
2006,3548,"80","Married","5","$25000 or more","Pretty happy","Ballot c"
2006,3549,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot a"
2006,3550,"38","Separated","4","$25000 or more","Very happy","Ballot a"
2006,3551,"Not applicable","Widowed","1","$10000 - 14999","Pretty happy","Ballot c"
2006,3552,"50","Married","0","$25000 or more","Not applicable","Ballot d"
2006,3553,"38","Married","1","$25000 or more","Pretty happy","Ballot b"
2006,3554,"40","Never married","0","$25000 or more","Not applicable","Ballot d"
2006,3555,"Not applicable","Married","3","Refused","Pretty happy","Ballot c"
2006,3556,"75","Divorced","3","$25000 or more","Very happy","Ballot b"
2006,3557,"Not applicable","Married","0","$25000 or more","Pretty happy","Ballot b"
2006,3558,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3559,"46","Divorced","1","$15000 - 19999","Not applicable","Ballot d"
2006,3560,"35","Married","3","$25000 or more","Very happy","Ballot b"
2006,3561,"30","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3562,"Not applicable","Divorced","2","$25000 or more","Very happy","Ballot b"
2006,3563,"Not applicable","Never married","0","Lt $1000","Not applicable","Ballot d"
2006,3564,"40","Married","0","$25000 or more","Pretty happy","Ballot c"
2006,3565,"Not applicable","Married","2","$15000 - 19999","Pretty happy","Ballot a"
2006,3566,"Not applicable","Married","3","$10000 - 14999","Very happy","Ballot b"
2006,3567,"Not applicable","Never married","5","$7000 to 7999","Very happy","Ballot c"
2006,3568,"57","Separated","0","$25000 or more","Not applicable","Ballot d"
2006,3569,"42","Married","4","$25000 or more","Pretty happy","Ballot a"
2006,3570,"Not applicable","Married","3","$10000 - 14999","Very happy","Ballot c"
2006,3571,"47","Married","0","$25000 or more","Not applicable","Ballot d"
2006,3572,"Not applicable","Widowed","2","$7000 to 7999","Not applicable","Ballot d"
2006,3573,"42","Married","1","$25000 or more","Very happy","Ballot a"
2006,3574,"40","Married","2","$25000 or more","Not too happy","Ballot c"
2006,3575,"60","Married","1","$25000 or more","Not applicable","Ballot d"
2006,3576,"26","Married","7","$20000 - 24999","Not applicable","Ballot d"
2006,3577,"Not applicable","Married","0","Lt $1000","Not applicable","Ballot d"
2006,3578,"24","Married","4","$8000 to 9999","Very happy","Ballot c"
2006,3579,"13","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3580,"Not applicable","Divorced","3","$25000 or more","Not applicable","Ballot d"
2006,3581,"40","Married","1","$6000 to 6999","Not applicable","Ballot d"
2006,3582,"40","Married","1","$25000 or more","Not applicable","Ballot d"
2006,3583,"40","Married","4","Refused","Pretty happy","Ballot a"
2006,3584,"36","Married","2","Refused","Not applicable","Ballot d"
2006,3585,"Not applicable","Married","2","$20000 - 24999","Not applicable","Ballot d"
2006,3586,"Not applicable","Married","3","$20000 - 24999","Not applicable","Ballot d"
2006,3587,"Not applicable","Never married","0","$10000 - 14999","Pretty happy","Ballot a"
2006,3588,"65","Married","3","Don't know","Not applicable","Ballot d"
2006,3589,"45","Divorced","2","$20000 - 24999","Pretty happy","Ballot a"
2006,3590,"Not applicable","Divorced","1","Refused","Not applicable","Ballot d"
2006,3591,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3592,"40","Divorced","0","Refused","Very happy","Ballot a"
2006,3593,"30","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3594,"50","Married","5","$25000 or more","Very happy","Ballot c"
2006,3595,"Not applicable","Divorced","0","$25000 or more","Not applicable","Ballot d"
2006,3596,"38","Married","0","$10000 - 14999","Not applicable","Ballot d"
2006,3597,"40","Married","1","$25000 or more","Not applicable","Ballot d"
2006,3598,"Not applicable","Divorced","0","$25000 or more","Pretty happy","Ballot c"
2006,3599,"Not applicable","Never married","0","Don't know","Pretty happy","Ballot b"
2006,3600,"Not applicable","Married","6","Refused","Very happy","Ballot a"
2006,3601,"Not applicable","Married","3","$10000 - 14999","Very happy","Ballot c"
2006,3602,"20","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3603,"Not applicable","Married","7","Refused","Not applicable","Ballot d"
2006,3604,"Not applicable","Never married","0","Don't know","Not applicable","Ballot d"
2006,3605,"40","Never married","0","$5000 to 5999","Not applicable","Ballot d"
2006,3606,"52","Married","4","$25000 or more","Pretty happy","Ballot b"
2006,3607,"39","Divorced","3","$25000 or more","Very happy","Ballot c"
2006,3608,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot b"
2006,3609,"20","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3610,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot c"
2006,3611,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot a"
2006,3612,"41","Married","4","$25000 or more","Pretty happy","Ballot b"
2006,3613,"Not applicable","Married","3","Don't know","Very happy","Ballot a"
2006,3614,"Not applicable","Married","4","Lt $1000","Pretty happy","Ballot b"
2006,3615,"Not applicable","Married","3","$20000 - 24999","Not applicable","Ballot d"
2006,3616,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot a"
2006,3617,"40","Married","2","$25000 or more","Pretty happy","Ballot b"
2006,3618,"58","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3619,"40","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3620,"50","Divorced","1","$25000 or more","Pretty happy","Ballot a"
2006,3621,"45","Married","2","$20000 - 24999","Pretty happy","Ballot b"
2006,3622,"Not applicable","Married","1","$25000 or more","Not applicable","Ballot d"
2006,3623,"Not applicable","Married","2","$10000 - 14999","Pretty happy","Ballot b"
2006,3624,"Not applicable","Married","3","Refused","Pretty happy","Ballot a"
2006,3625,"73","Married","1","$25000 or more","Very happy","Ballot c"
2006,3626,"Not applicable","Married","6","$25000 or more","Not applicable","Ballot d"
2006,3627,"Not applicable","Married","0","$25000 or more","Very happy","Ballot a"
2006,3628,"40","Married","0","$25000 or more","Pretty happy","Ballot c"
2006,3629,"40","Never married","0","$25000 or more","Pretty happy","Ballot a"
2006,3630,"4","Married","3","$25000 or more","Pretty happy","Ballot b"
2006,3631,"24","Never married","1","$20000 - 24999","Not too happy","Ballot b"
2006,3632,"56","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3633,"32","Divorced","3","$25000 or more","Pretty happy","Ballot c"
2006,3634,"Not applicable","Married","4","$25000 or more","Not applicable","Ballot d"
2006,3635,"40","Married","5","$25000 or more","Pretty happy","Ballot c"
2006,3636,"Not applicable","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3637,"60","Never married","0","$25000 or more","Very happy","Ballot a"
2006,3638,"20","Never married","0","Don't know","Not applicable","Ballot d"
2006,3639,"Not applicable","Never married","0","Refused","Pretty happy","Ballot a"
2006,3640,"54","Married","1","$25000 or more","Not applicable","Ballot d"
2006,3641,"Don't know","Never married","0","$25000 or more","Not applicable","Ballot d"
2006,3642,"70","Divorced","2","Refused","Not applicable","Ballot d"
2006,3643,"52","Married","0","$25000 or more","Pretty happy","Ballot a"
2006,3644,"Not applicable","Married","5","$25000 or more","Not applicable","Ballot d"
2006,3645,"53","Divorced","2","$25000 or more","Not applicable","Ballot d"
2006,3646,"Not applicable","Widowed","2","$25000 or more","Pretty happy","Ballot b"
2006,3647,"48","Divorced","2","$25000 or more","Pretty happy","Ballot c"
2006,3648,"3","Widowed","0","$25000 or more","Not too happy","Ballot c"
2006,3649,"Not applicable","Married","5","$10000 - 14999","Not applicable","Ballot d"
2006,3650,"70","Never married","0","$25000 or more","Not applicable","Ballot d"
2006,3651,"19","Married","4","$25000 or more","Very happy","Ballot b"
2006,3652,"Not applicable","Married","1","$25000 or more","Very happy","Ballot c"
2006,3653,"27","Never married","0","$25000 or more","Not applicable","Ballot d"
2006,3654,"70","Married","0","$25000 or more","Pretty happy","Ballot b"
2006,3655,"40","Married","1","$25000 or more","Pretty happy","Ballot c"
2006,3656,"50","Married","0","$25000 or more","Not applicable","Ballot d"
2006,3657,"Not applicable","Divorced","Eight or m","$10000 - 14999","Pretty happy","Ballot c"
2006,3658,"40","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3659,"Not applicable","Never married","3","$10000 - 14999","Not too happy","Ballot b"
2006,3660,"54","Never married","1","Refused","Not applicable","Ballot d"
2006,3661,"42","Never married","1","Don't know","Very happy","Ballot b"
2006,3662,"Not applicable","Married","2","$8000 to 9999","Not too happy","Ballot b"
2006,3663,"60","Married","0","$25000 or more","Not too happy","Ballot c"
2006,3664,"24","Divorced","2","Don't know","Pretty happy","Ballot c"
2006,3665,"Not applicable","Married","2","$25000 or more","Very happy","Ballot c"
2006,3666,"Not applicable","Married","1","$25000 or more","Pretty happy","Ballot a"
2006,3667,"Not applicable","Separated","5","Refused","Very happy","Ballot c"
2006,3668,"60","Married","3","Refused","Very happy","Ballot b"
2006,3669,"Not applicable","Divorced","2","Refused","Pretty happy","Ballot a"
2006,3670,"40","Never married","1","Refused","Pretty happy","Ballot b"
2006,3671,"32","Separated","1","$7000 to 7999","Not too happy","Ballot b"
2006,3672,"Not applicable","Never married","3","$8000 to 9999","Not applicable","Ballot d"
2006,3673,"42","Married","3","$25000 or more","Very happy","Ballot b"
2006,3674,"Not applicable","Widowed","4","$20000 - 24999","Not applicable","Ballot d"
2006,3675,"Not applicable","Married","3","$25000 or more","Very happy","Ballot a"
2006,3676,"Not applicable","Married","2","Refused","Very happy","Ballot b"
2006,3677,"40","Married","2","Refused","Not applicable","Ballot d"
2006,3678,"38","Divorced","2","Don't know","Pretty happy","Ballot b"
2006,3679,"Not applicable","Widowed","4","Don't know","Not applicable","Ballot d"
2006,3680,"20","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3681,"Don't know","Married","5","Refused","Not applicable","Ballot d"
2006,3682,"Not applicable","Married","2","Refused","Pretty happy","Ballot a"
2006,3683,"40","Married","3","Refused","Not applicable","Ballot d"
2006,3684,"Not applicable","Never married","7","Refused","Very happy","Ballot a"
2006,3685,"40","Married","4","$25000 or more","Pretty happy","Ballot c"
2006,3686,"Not applicable","Never married","0","$20000 - 24999","Not too happy","Ballot c"
2006,3687,"60","Married","5","$25000 or more","Very happy","Ballot b"
2006,3688,"40","Never married","0","$20000 - 24999","Pretty happy","Ballot a"
2006,3689,"Not applicable","Never married","1","Refused","Pretty happy","Ballot b"
2006,3690,"40","Married","5","Refused","Not applicable","Ballot d"
2006,3691,"48","Never married","0","$20000 - 24999","Pretty happy","Ballot a"
2006,3692,"Not applicable","Never married","0","Don't know","Pretty happy","Ballot c"
2006,3693,"40","Married","2","$25000 or more","Pretty happy","Ballot c"
2006,3694,"Not applicable","Married","2","Refused","Pretty happy","Ballot a"
2006,3695,"Not applicable","Married","1","Refused","Very happy","Ballot b"
2006,3696,"Not applicable","Widowed","4","Refused","Not applicable","Ballot d"
2006,3697,"Not applicable","Widowed","2","Refused","Very happy","Ballot c"
2006,3698,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot a"
2006,3699,"Not applicable","Divorced","2","Refused","Very happy","Ballot a"
2006,3700,"Not applicable","Divorced","0","Refused","Pretty happy","Ballot c"
2006,3701,"Not applicable","Never married","2","Refused","Very happy","Ballot c"
2006,3702,"Not applicable","Never married","0","Don't know","Not applicable","Ballot d"
2006,3703,"12","Divorced","3","Refused","Very happy","Ballot b"
2006,3704,"55","Married","3","$25000 or more","Pretty happy","Ballot c"
2006,3705,"40","Divorced","1","$25000 or more","Pretty happy","Ballot c"
2006,3706,"Not applicable","Separated","Eight or m","Don't know","Pretty happy","Ballot b"
2006,3707,"30","Never married","2","Refused","Not applicable","Ballot d"
2006,3708,"27","Never married","0","$25000 or more","Pretty happy","Ballot b"
2006,3709,"40","Married","3","$25000 or more","Pretty happy","Ballot a"
2006,3710,"40","Never married","3","$1000 to 2999","Not applicable","Ballot d"
2006,3711,"Not applicable","Divorced","1","$25000 or more","Pretty happy","Ballot c"
2006,3712,"60","Divorced","Eight or m","Refused","Not applicable","Ballot d"
2006,3713,"Don't know","Separated","3","Refused","Not applicable","Ballot d"
2006,3714,"46","Married","1","Refused","Very happy","Ballot c"
2006,3715,"38","Never married","0","Refused","Not applicable","Ballot d"
2006,3716,"21","Separated","3","$20000 - 24999","Pretty happy","Ballot c"
2006,3717,"32","Divorced","2","$25000 or more","Not applicable","Ballot d"
2006,3718,"40","Never married","0","$25000 or more","Pretty happy","Ballot a"
2006,3719,"89","Married","0","$25000 or more","Not too happy","Ballot b"
2006,3720,"50","Married","1","$25000 or more","Pretty happy","Ballot a"
2006,3721,"82","Divorced","3","$25000 or more","Pretty happy","Ballot c"
2006,3722,"40","Widowed","0","$20000 - 24999","Not too happy","Ballot c"
2006,3723,"Not applicable","Separated","3","Refused","Very happy","Ballot c"
2006,3724,"45","Married","2","$25000 or more","Pretty happy","Ballot c"
2006,3725,"Not applicable","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3726,"35","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3727,"Not applicable","Married","3","Refused","Pretty happy","Ballot b"
2006,3728,"Not applicable","Never married","0","$1000 to 2999","Not too happy","Ballot b"
2006,3729,"40","Married","2","Refused","Pretty happy","Ballot c"
2006,3730,"Not applicable","Married","4","$8000 to 9999","Not applicable","Ballot d"
2006,3731,"Not applicable","Never married","2","$10000 - 14999","Pretty happy","Ballot b"
2006,3732,"Not applicable","Divorced","3","$15000 - 19999","Not applicable","Ballot d"
2006,3733,"64","Married","1","$25000 or more","Not applicable","Ballot d"
2006,3734,"29","Married","2","$15000 - 19999","Pretty happy","Ballot c"
2006,3735,"Not applicable","Divorced","4","$10000 - 14999","Pretty happy","Ballot b"
2006,3736,"Not applicable","Divorced","1","$6000 to 6999","Not applicable","Ballot d"
2006,3737,"40","Divorced","4","$15000 - 19999","Not applicable","Ballot d"
2006,3738,"Not applicable","Widowed","0","$8000 to 9999","Pretty happy","Ballot b"
2006,3739,"40","Married","2","Refused","Not applicable","Ballot d"
2006,3740,"Not applicable","Married","4","$25000 or more","Very happy","Ballot b"
2006,3741,"75","Divorced","1","$25000 or more","Pretty happy","Ballot c"
2006,3742,"Not applicable","Married","1","$25000 or more","Very happy","Ballot a"
2006,3743,"Not applicable","Married","4","$25000 or more","Very happy","Ballot a"
2006,3744,"42","Divorced","2","$20000 - 24999","Not too happy","Ballot a"
2006,3745,"72","Married","5","$25000 or more","Pretty happy","Ballot a"
2006,3746,"45","Married","1","$25000 or more","Pretty happy","Ballot c"
2006,3747,"54","Married","5","$25000 or more","Not too happy","Ballot c"
2006,3748,"47","Divorced","0","$25000 or more","Pretty happy","Ballot a"
2006,3749,"40","Divorced","3","$25000 or more","Not too happy","Ballot c"
2006,3750,"Not applicable","Never married","0","$25000 or more","Pretty happy","Ballot c"
2006,3751,"35","Married","4","$25000 or more","Not applicable","Ballot d"
2006,3752,"44","Married","2","$25000 or more","Pretty happy","Ballot a"
2006,3753,"38","Married","4","$25000 or more","Not applicable","Ballot d"
2006,3754,"38","Widowed","2","$25000 or more","Not applicable","Ballot d"
2006,3755,"35","Never married","0","$20000 - 24999","Pretty happy","Ballot a"
2006,3756,"40","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3757,"40","Divorced","2","$25000 or more","Pretty happy","Ballot b"
2006,3758,"Not applicable","Widowed","4","Refused","Pretty happy","Ballot b"
2006,3759,"50","Married","1","$25000 or more","Very happy","Ballot a"
2006,3760,"40","Divorced","3","$25000 or more","Pretty happy","Ballot c"
2006,3761,"62","Never married","1","$25000 or more","Pretty happy","Ballot c"
2006,3762,"Not applicable","Widowed","0","$20000 - 24999","Not applicable","Ballot d"
2006,3763,"24","Married","4","$10000 - 14999","Very happy","Ballot a"
2006,3764,"Not applicable","Married","1","$25000 or more","Very happy","Ballot b"
2006,3765,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot c"
2006,3766,"55","Divorced","0","$25000 or more","Pretty happy","Ballot b"
2006,3767,"50","Never married","0","$25000 or more","Not applicable","Ballot d"
2006,3768,"Not applicable","Separated","7","$8000 to 9999","Pretty happy","Ballot a"
2006,3769,"40","Married","2","$25000 or more","Not too happy","Ballot c"
2006,3770,"24","Married","3","$20000 - 24999","Pretty happy","Ballot b"
2006,3771,"Not applicable","Divorced","2","Refused","Not applicable","Ballot d"
2006,3772,"63","Never married","1","$25000 or more","Pretty happy","Ballot a"
2006,3773,"40","Divorced","0","Refused","Pretty happy","Ballot a"
2006,3774,"30","Widowed","2","$25000 or more","Not applicable","Ballot d"
2006,3775,"40","Divorced","1","$25000 or more","Pretty happy","Ballot b"
2006,3776,"Not applicable","Widowed","0","$8000 to 9999","Very happy","Ballot b"
2006,3777,"38","Never married","0","$25000 or more","Pretty happy","Ballot c"
2006,3778,"13","Never married","0","$10000 - 14999","Pretty happy","Ballot c"
2006,3779,"No answer","Divorced","Dk na","Refused","Not applicable","Ballot d"
2006,3780,"Not applicable","Married","2","$25000 or more","Pretty happy","Ballot b"
2006,3781,"47","Divorced","0","$25000 or more","Very happy","Ballot c"
2006,3782,"10","Divorced","2","Don't know","Pretty happy","Ballot a"
2006,3783,"Not applicable","Married","1","Refused","Very happy","Ballot c"
2006,3784,"Not applicable","Divorced","1","$10000 - 14999","Pretty happy","Ballot a"
2006,3785,"Not applicable","Widowed","3","$10000 - 14999","Not applicable","Ballot d"
2006,3786,"Not applicable","Divorced","0","$25000 or more","Very happy","Ballot b"
2006,3787,"Not applicable","Married","0","$25000 or more","Pretty happy","Ballot b"
2006,3788,"75","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3789,"40","Married","0","$25000 or more","Very happy","Ballot a"
2006,3790,"40","Married","1","$25000 or more","Not applicable","Ballot d"
2006,3791,"48","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3792,"35","Married","1","$25000 or more","Not applicable","Ballot d"
2006,3793,"60","Married","2","$25000 or more","Pretty happy","Ballot a"
2006,3794,"Not applicable","Married","3","$25000 or more","Pretty happy","Ballot b"
2006,3795,"Not applicable","Married","2","$25000 or more","Not too happy","Ballot c"
2006,3796,"13","Divorced","4","Lt $1000","Not too happy","Ballot b"
2006,3797,"44","Divorced","0","$25000 or more","Not applicable","Ballot d"
2006,3798,"55","Divorced","3","$25000 or more","Very happy","Ballot a"
2006,3799,"Not applicable","Widowed","3","Refused","Very happy","Ballot a"
2006,3800,"Not applicable","Married","2","Refused","Not applicable","Ballot d"
2006,3801,"Not applicable","Married","1","Refused","Very happy","Ballot a"
2006,3802,"40","Never married","0","$10000 - 14999","Very happy","Ballot c"
2006,3803,"40","Widowed","3","Refused","Pretty happy","Ballot c"
2006,3804,"16","Widowed","2","$10000 - 14999","Pretty happy","Ballot c"
2006,3805,"70","Married","2","$25000 or more","Very happy","Ballot c"
2006,3806,"Not applicable","Widowed","3","$10000 - 14999","Not too happy","Ballot c"
2006,3807,"Not applicable","Married","4","Refused","Not applicable","Ballot d"
2006,3808,"55","Divorced","1","$10000 - 14999","Not applicable","Ballot d"
2006,3809,"40","Divorced","3","$10000 - 14999","Pretty happy","Ballot b"
2006,3810,"Not applicable","Married","4","$25000 or more","Not applicable","Ballot d"
2006,3811,"41","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3812,"75","Married","0","$20000 - 24999","Not applicable","Ballot d"
2006,3813,"Not applicable","Separated","4","$8000 to 9999","Pretty happy","Ballot c"
2006,3814,"Not applicable","Never married","2","$10000 - 14999","Not applicable","Ballot d"
2006,3815,"Not applicable","Married","3","$25000 or more","Very happy","Ballot a"
2006,3816,"43","Separated","4","$10000 - 14999","Not applicable","Ballot d"
2006,3817,"Not applicable","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3818,"Not applicable","Married","0","$10000 - 14999","Very happy","Ballot b"
2006,3819,"89","Divorced","2","$4000 to 4999","Not applicable","Ballot d"
2006,3820,"Not applicable","Married","3","Refused","Pretty happy","Ballot b"
2006,3821,"40","Married","4","$25000 or more","Not applicable","Ballot d"
2006,3822,"43","Divorced","0","$25000 or more","Pretty happy","Ballot b"
2006,3823,"40","Never married","0","$25000 or more","Very happy","Ballot c"
2006,3824,"40","Divorced","0","$25000 or more","Pretty happy","Ballot c"
2006,3825,"40","Married","1","$25000 or more","Pretty happy","Ballot b"
2006,3826,"45","Never married","0","$25000 or more","Very happy","Ballot b"
2006,3827,"Not applicable","Divorced","5","$25000 or more","Very happy","Ballot a"
2006,3828,"40","Never married","0","Lt $1000","Pretty happy","Ballot c"
2006,3829,"Not applicable","Married","3","$25000 or more","Very happy","Ballot c"
2006,3830,"45","Married","1","Refused","Very happy","Ballot a"
2006,3831,"12","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3832,"50","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3833,"80","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3834,"Not applicable","Widowed","2","Refused","Pretty happy","Ballot a"
2006,3835,"20","Divorced","0","$25000 or more","Pretty happy","Ballot a"
2006,3836,"Not applicable","Widowed","3","Refused","Pretty happy","Ballot a"
2006,3837,"60","Married","0","$25000 or more","Not applicable","Ballot d"
2006,3838,"50","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3839,"60","Married","1","Refused","Very happy","Ballot a"
2006,3840,"55","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3841,"40","Married","4","$25000 or more","Very happy","Ballot c"
2006,3842,"46","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3843,"40","Divorced","4","$25000 or more","Not applicable","Ballot d"
2006,3844,"45","Married","2","Refused","Not applicable","Ballot d"
2006,3845,"40","Married","1","$25000 or more","Pretty happy","Ballot b"
2006,3846,"40","Married","0","$25000 or more","Not applicable","Ballot d"
2006,3847,"Not applicable","Widowed","2","$25000 or more","Not applicable","Ballot d"
2006,3848,"43","Married","3","$25000 or more","Pretty happy","Ballot b"
2006,3849,"18","Never married","0","$25000 or more","Pretty happy","Ballot c"
2006,3850,"12","Married","2","$25000 or more","Pretty happy","Ballot c"
2006,3851,"6","Married","1","$25000 or more","Very happy","Ballot a"
2006,3852,"Not applicable","Married","0","Refused","Pretty happy","Ballot a"
2006,3853,"Not applicable","Never married","7","$7000 to 7999","Pretty happy","Ballot c"
2006,3854,"40","Married","2","$25000 or more","Pretty happy","Ballot a"
2006,3855,"45","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3856,"Not applicable","Married","4","$25000 or more","Pretty happy","Ballot a"
2006,3857,"20","Divorced","1","$25000 or more","Not applicable","Ballot d"
2006,3858,"75","Married","2","$25000 or more","Pretty happy","Ballot a"
2006,3859,"40","Married","1","$25000 or more","Not applicable","Ballot d"
2006,3860,"Not applicable","Divorced","6","$15000 - 19999","Not applicable","Ballot d"
2006,3861,"40","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3862,"18","Widowed","2","$4000 to 4999","Very happy","Ballot a"
2006,3863,"40","Divorced","2","$25000 or more","Pretty happy","Ballot b"
2006,3864,"40","Widowed","3","$15000 - 19999","Pretty happy","Ballot a"
2006,3865,"Not applicable","Married","0","$15000 - 19999","Not applicable","Ballot d"
2006,3866,"Not applicable","Married","4","Refused","Very happy","Ballot a"
2006,3867,"Not applicable","Widowed","5","$10000 - 14999","Not too happy","Ballot c"
2006,3868,"Not applicable","Divorced","3","$10000 - 14999","Not too happy","Ballot b"
2006,3869,"40","Divorced","3","$10000 - 14999","Pretty happy","Ballot b"
2006,3870,"Not applicable","Never married","1","$1000 to 2999","Pretty happy","Ballot a"
2006,3871,"Not applicable","Widowed","4","$10000 - 14999","Very happy","Ballot c"
2006,3872,"40","Married","4","Don't know","Pretty happy","Ballot c"
2006,3873,"Not applicable","Married","2","$7000 to 7999","Pretty happy","Ballot c"
2006,3874,"Not applicable","Divorced","1","Lt $1000","Very happy","Ballot b"
2006,3875,"Not applicable","Never married","1","$20000 - 24999","Not applicable","Ballot d"
2006,3876,"40","Never married","0","$25000 or more","Pretty happy","Ballot b"
2006,3877,"60","Married","2","$25000 or more","Not applicable","Ballot d"
2006,3878,"Not applicable","Never married","2","Lt $1000","Not applicable","Ballot d"
2006,3879,"Not applicable","Married","1","$25000 or more","Very happy","Ballot c"
2006,3880,"40","Never married","0","$7000 to 7999","Pretty happy","Ballot c"
2006,3881,"40","Married","1","$25000 or more","Very happy","Ballot a"
2006,3882,"Not applicable","Married","4","$25000 or more","Pretty happy","Ballot c"
2006,3883,"Not applicable","Married","2","Refused","Pretty happy","Ballot b"
2006,3884,"Not applicable","Widowed","4","$10000 - 14999","Very happy","Ballot c"
2006,3885,"40","Married","0","$25000 or more","Not applicable","Ballot d"
2006,3886,"40","Married","2","$25000 or more","Pretty happy","Ballot c"
2006,3887,"48","Never married","1","$25000 or more","Pretty happy","Ballot b"
2006,3888,"45","Divorced","1","$25000 or more","Not applicable","Ballot d"
2006,3889,"Not applicable","Married","2","$20000 - 24999","Very happy","Ballot c"
2006,3890,"Not applicable","Never married","3","$4000 to 4999","Pretty happy","Ballot c"
2006,3891,"35","Married","2","$15000 - 19999","Very happy","Ballot b"
2006,3892,"Not applicable","Widowed","2","$25000 or more","Very happy","Ballot c"
2006,3893,"40","Married","3","$25000 or more","Not applicable","Ballot d"
2006,3894,"Not applicable","Never married","5","Lt $1000","Not too happy","Ballot b"
2006,3895,"Not applicable","Never married","3","$1000 to 2999","Not applicable","Ballot d"
2006,3896,"40","Married","1","$25000 or more","Pretty happy","Ballot b"
2006,3897,"40","Married","1","$25000 or more","Not too happy","Ballot b"
2006,3898,"Not applicable","Separated","2","Lt $1000","Not applicable","Ballot d"
2006,3899,"42","Divorced","2","$10000 - 14999","Not applicable","Ballot d"
2006,3900,"56","Never married","6","$25000 or more","Pretty happy","Ballot a"
2006,3901,"Not applicable","Never married","1","$20000 - 24999","Pretty happy","Ballot c"
2006,3902,"Not applicable","Widowed","3","$10000 - 14999","Not too happy","Ballot c"
